A  	Element	Z  	N  	Energy  	JPi           	Mass Exc            	Unc       	T1/2 (txt)               	T1/2 (seconds)           	Abund.    	Unc     	Dec Mode	Branching (%) 
172	Au     	79 	93 	0.0000  	              	-9.32               	0.06      	7.7 MS 1.4               	0.0077                   	          	        	EC      	            
173	Au     	79 	94 	0.0000  	(1/2+)        	-12.832             	0.023     	26.3 MS 1.2              	0.0263                   	          	        	A       	94.00       
173	Au     	79 	94 	0.0000  	(1/2+)        	-12.832             	0.023     	26.3 MS 1.2              	0.0263                   	          	        	EC      	?           
173	Au     	79 	94 	0.0000  	(1/2+)        	-12.832             	0.023     	26.3 MS 1.2              	0.0263                   	          	        	P       	?           
173	Au     	79 	94 	0.2140  	(11/2-)       	-12.618             	0.023     	12.2 MS 0.1              	0.0122                   	          	        	P       	?           
173	Au     	79 	94 	0.2140  	(11/2-)       	-12.618             	0.023     	12.2 MS 0.1              	0.0122                   	          	        	EC      	?           
173	Au     	79 	94 	0.2140  	(11/2-)       	-12.618             	0.023     	12.2 MS 0.1              	0.0122                   	          	        	A       	92.00       
174	Au     	79 	95 	0.0000  	              	-14.23              	0.09      	139 MS 3                 	0.139                    	          	        	A       	> 0.00      
175	Au     	79 	96 	0.0000  	(1/2+)        	-17.4               	0.04      	                         	                         	          	        	EC      	?           
175	Au     	79 	96 	0.0000  	(1/2+)        	-17.4               	0.04      	                         	                         	          	        	A       	?           
175	Au     	79 	96 	0.0000  	(11/2-)       	-17.4               	0.04      	156 MS 5                 	0.156                    	          	        	A       	94.00       
175	Au     	79 	96 	0.0000  	(11/2-)       	-17.4               	0.04      	156 MS 5                 	0.156                    	          	        	EC      	6.00        
176	Au     	79 	97 	0.0000  	              	-18.52              	0.03      	                         	                         	          	        	A       	?           
176	Au     	79 	97 	0.0000  	(3-,4-)       	-18.52              	0.03      	1.05 S 0.01              	1.05                     	          	        	A       	            
176	Au     	79 	97 	0.0000  	(3-,4-)       	-18.52              	0.03      	1.05 S 0.01              	1.05                     	          	        	EC      	            
176	Au     	79 	97 	0.0000  	(8+,9+)       	-18.52              	0.03      	1.36 S 0.02              	1.36                     	          	        	A       	?           
177	Au     	79 	98 	0.0000  	(1/2+,3/2+)   	-21.545             	0.01      	1.53 S 0.07              	1.53                     	          	        	A       	40.00       
177	Au     	79 	98 	0.0000  	(1/2+,3/2+)   	-21.545             	0.01      	1.53 S 0.07              	1.53                     	          	        	EC      	60.00       
177	Au     	79 	98 	0.1579  	11/2-         	-21.387             	0.01      	1.00 S 0.2               	1                        	          	        	EC      	34.00       
177	Au     	79 	98 	0.1579  	11/2-         	-21.387             	0.01      	1.00 S 0.2               	1                        	          	        	A       	66.00       
178	Au     	79 	99 	0.0000  	              	-22.304             	0.01      	2.6 S 0.5                	2.6                      	          	        	EC      	<= 60.00    
178	Au     	79 	99 	0.0000  	              	-22.304             	0.01      	2.6 S 0.5                	2.6                      	          	        	A       	>= 40.00    
179	Au     	79 	100	0.0000  	(1/2+,3/2+)   	-24.989             	0.012     	7.1 S 0.3                	7.1                      	          	        	A       	22.00       
179	Au     	79 	100	0.0000  	(1/2+,3/2+)   	-24.989             	0.012     	7.1 S 0.3                	7.1                      	          	        	EC      	78.00       
180	Au     	79 	101	0.0000  	              	-25.626             	0.005     	8.4 S 0.6                	8.4                      	          	        	EC      	< 98.20     
180	Au     	79 	101	0.0000  	              	-25.626             	0.005     	8.4 S 0.6                	8.4                      	          	        	A       	> 1.80      
181	Au     	79 	102	0.0000  	(3/2-)        	-27.871             	0.02      	13.7 S 1.4               	13.7                     	          	        	EC      	97.30       
181	Au     	79 	102	0.0000  	(3/2-)        	-27.871             	0.02      	13.7 S 1.4               	13.7                     	          	        	A       	2.70        
182	Au     	79 	103	0.0000  	(2+)          	-28.301             	0.02      	15.5 S 0.4               	15.5                     	          	        	EC      	99.87       
182	Au     	79 	103	0.0000  	(2+)          	-28.301             	0.02      	15.5 S 0.4               	15.5                     	          	        	A       	0.13        
183	Au     	79 	104	0.0000  	(5/2)-        	-30.191             	0.009     	42.8 S 1                 	42.8                     	          	        	EC      	99.45       
183	Au     	79 	104	0.0000  	(5/2)-        	-30.191             	0.009     	42.8 S 1                 	42.8                     	          	        	A       	0.55        
184	Au     	79 	105	0.0000  	5+            	-30.319             	0.022     	20.6 S 0.9               	20.6                     	          	        	A       	<= 0.02     
184	Au     	79 	105	0.0000  	5+            	-30.319             	0.022     	20.6 S 0.9               	20.6                     	          	        	EC      	100.00      
184	Au     	79 	105	0.0685  	2+            	-30.25              	0.022     	47.6 S 1.4               	47.6                     	          	        	EC      	70.00       
184	Au     	79 	105	0.0685  	2+            	-30.25              	0.022     	47.6 S 1.4               	47.6                     	          	        	IT      	30.00       
184	Au     	79 	105	0.0685  	2+            	-30.25              	0.022     	47.6 S 1.4               	47.6                     	          	        	A       	<= 0.02     
185	Au     	79 	106	0.0000  	5/2-          	-31.858             	0.003     	4.25 M 0.06              	255                      	          	        	EC      	99.74       
185	Au     	79 	106	0.0000  	5/2-          	-31.858             	0.003     	4.25 M 0.06              	255                      	          	        	A       	0.26        
185	Au     	79 	106	0.0000  	              	-31.858             	0.003     	6.8 M 0.3                	408                      	          	        	EC      	< 100.00    
185	Au     	79 	106	0.0000  	              	-31.858             	0.003     	6.8 M 0.3                	408                      	          	        	IT      	            
186	Au     	79 	107	0.0000  	3-            	-31.715             	0.021     	10.7 M 0.5               	642                      	          	        	A       	8.0E-4      
186	Au     	79 	107	0.0000  	3-            	-31.715             	0.021     	10.7 M 0.5               	642                      	          	        	EC      	100.00      
187	Au     	79 	108	0.0000  	1/2(+)        	-33.028             	0.022     	8.4 M 0.3                	504                      	          	        	EC      	100.00      
187	Au     	79 	108	0.0000  	1/2(+)        	-33.028             	0.022     	8.4 M 0.3                	504                      	          	        	A       	3.0E-3      
187	Au     	79 	108	0.1203  	9/2(-)        	-32.908             	0.022     	2.3 S 0.1                	2.3                      	          	        	IT      	100.00      
188	Au     	79 	109	0.0000  	1(-)          	-32.371             	0.003     	8.84 M 0.06              	530.4                    	          	        	EC      	100.00      
189	Au     	79 	110	0.0000  	1/2+          	-33.582             	0.02      	28.7 M 0.3               	1722                     	          	        	EC      	100.00      
189	Au     	79 	110	0.0000  	1/2+          	-33.582             	0.02      	28.7 M 0.3               	1722                     	          	        	A       	< 3.0E-5    
189	Au     	79 	110	0.2472  	11/2-         	-33.335             	0.02      	4.59 M 0.11              	275.4                    	          	        	EC      	100.00      
190	Au     	79 	111	0.0000  	1-            	-32.834             	0.003     	42.8 M 1                 	2568                     	          	        	A       	< 1.0E-6    
190	Au     	79 	111	0.0000  	1-            	-32.834             	0.003     	42.8 M 1                 	2568                     	          	        	EC      	100.00      
190	Au     	79 	111	0.0000  	(11-)         	-32.834             	0.003     	125 MS 20                	0.125                    	          	        	IT      	100.00      
191	Au     	79 	112	0.0000  	3/2+          	-33.798             	0.005     	3.18 H 0.08              	11448                    	          	        	EC      	100.00      
191	Au     	79 	112	0.2662  	(11/2-)       	-33.532             	0.005     	0.92 S 0.11              	0.92                     	          	        	IT      	100.00      
192	Au     	79 	113	0.0000  	1-            	-32.772             	0.016     	4.94 H 0.09              	17784                    	          	        	EC      	100.00      
192	Au     	79 	113	0.1354  	(5)+          	-32.637             	0.016     	29 MS                    	0.029                    	          	        	IT      	100.00      
192	Au     	79 	113	0.4316  	(11-)         	-32.341             	0.016     	160 MS 20                	0.16                     	          	        	IT      	100.00      
193	Au     	79 	114	0.0000  	3/2+          	-33.405             	0.009     	17.65 H 0.15             	63539.1                  	          	        	EC      	100.00      
193	Au     	79 	114	0.2902  	11/2-         	-33.115             	0.009     	3.9 S 0.3                	3.9                      	          	        	EC      	~ 0.03      
193	Au     	79 	114	0.2902  	11/2-         	-33.115             	0.009     	3.9 S 0.3                	3.9                      	          	        	IT      	99.97       
194	Au     	79 	115	0.0000  	1-            	-32.2119            	0.0021    	38.02 H 0.1              	136872                   	          	        	EC      	100.00      
194	Au     	79 	115	0.1074  	(5+)          	-32.1045            	0.0021    	600 MS 8                 	0.6                      	          	        	IT      	100.00      
194	Au     	79 	115	0.4758  	(11-)         	-31.7361            	0.0021    	420 MS 10                	0.42                     	          	        	IT      	100.00      
195	Au     	79 	116	0.0000  	3/2+          	-32.567             	0.0011    	186.01 D 0.06            	1.607E7                  	          	        	EC      	100.00      
195	Au     	79 	116	0.3186  	11/2-         	-32.2484            	0.0011    	30.5 S 0.2               	30.5                     	          	        	IT      	100.00      
196	Au     	79 	117	0.0000  	2-            	-31.139             	0.003     	6.1669 D 6.0E-4          	532820.16                	          	        	EC      	93.00       
196	Au     	79 	117	0.0000  	2-            	-31.139             	0.003     	6.1669 D 6.0E-4          	532820.16                	          	        	B-      	7.00        
196	Au     	79 	117	0.0847  	5+            	-31.054             	0.003     	8.1 S 0.2                	8.1                      	          	        	IT      	100.00      
196	Au     	79 	117	0.5957  	12-           	-30.543             	0.003     	9.6 H 0.1                	34560                    	          	        	IT      	100.00      
197	Au     	79 	118	0.0000  	3/2+          	-31.1397            	5.0E-4    	STABLE                   	infinity                 	100%      	        	        	            
197	Au     	79 	118	0.4092  	11/2-         	-30.7305            	5.0E-4    	7.73 S 0.06              	7.73                     	          	        	IT      	100.00      
198	Au     	79 	119	0.0000  	2-            	-29.5808            	5.0E-4    	2.6941 D 2.0E-4          	232770.24                	          	        	B-      	100.00      
198	Au     	79 	119	0.8119  	(12-)         	-28.7689            	5.0E-4    	2.272 D 0.016            	196300.8                 	          	        	IT      	100.00      
199	Au     	79 	120	0.0000  	3/2+          	-29.0937            	5.0E-4    	3.139 D 0.007            	271209.6                 	          	        	B-      	100.00      
199	Au     	79 	120	0.5489  	(11/2)-       	-28.5448            	5.0E-4    	0.44 MS 0.03             	4.4E-4                   	          	        	IT      	100.00      
200	Au     	79 	121	0.0000  	(1-)          	-27.24              	0.03      	48.4 M 0.3               	2904                     	          	        	B-      	100.00      
200	Au     	79 	121	0.9620  	12-           	-26.28              	0.03      	18.7 H 0.5               	67320                    	          	        	IT      	16.00       
200	Au     	79 	121	0.9620  	12-           	-26.28              	0.03      	18.7 H 0.5               	67320                    	          	        	B-      	84.00       
201	Au     	79 	122	0.0000  	3/2+          	-26.401             	0.003     	26.0 M 0.8               	1560                     	          	        	B-      	100.00      
202	Au     	79 	123	0.0000  	(1-)          	-24.353             	0.023     	28.4 S 1.2               	28.4                     	          	        	B-      	100.00      
203	Au     	79 	124	0.0000  	3/2+          	-23.143             	0.003     	60 S 6                   	60                       	          	        	B-      	100.00      
204	Au     	79 	125	0.0000  	(2-)          	-20.65              	0.2       	39.8 S 0.9               	39.8                     	          	        	B-      	100.00      
205	Au     	79 	126	0.0000  	(3/2+)        	-18.77              	0.2       	32.5 S 1.4               	32.5                     	          	        	B-      	100.00      
205	Au     	79 	126	0.9070  	(11/2-)       	-17.86              	0.2       	6 S 2                    	6                        	          	        	B-      	            
205	Au     	79 	126	0.9070  	(11/2-)       	-17.86              	0.2       	6 S 2                    	6                        	          	        	IT      	            
206	Au     	79 	127	0.0000  	              	-14.2               	0.3       	40 S 15                  	40                       	          	        	B-      	100.00      
207	Au     	79 	128	0.0000  	              	-10.8               	0.3       	300 NS GT                	3.0000000000000004E-7    	          	        	B-      	100.00      
207	Au     	79 	128	0.0000  	              	-10.8               	0.3       	300 NS GT                	3.0000000000000004E-7    	          	        	BN      	            
208	Au     	79 	129	0.0000  	              	-6.1                	0.3       	300 NS GT                	3.0000000000000004E-7    	          	        	B-      	100.00      
208	Au     	79 	129	0.0000  	              	-6.1                	0.3       	300 NS GT                	3.0000000000000004E-7    	          	        	BN      	            
209	Au     	79 	130	0.0000  	              	-2.5                	0.4       	300 NS GT                	3.0000000000000004E-7    	          	        	BN      	            
209	Au     	79 	130	0.0000  	              	-2.5                	0.4       	300 NS GT                	3.0000000000000004E-7    	          	        	B-      	100.00      
210	Au     	79 	131	0.0000  	              	2.3                 	0.4       	300 NS GT                	3.0000000000000004E-7    	          	        	B-      	100.00      
210	Au     	79 	131	0.0000  	              	2.3                 	0.4       	300 NS GT                	3.0000000000000004E-7    	          	        	BN      	?           
171	Hg     	80 	91 	0.0000  	              	3.5                 	0.3       	59 US +36-16             	5.9E-5                   	          	        	A       	100.00      
172	Hg     	80 	92 	0.0000  	0+            	-1.06               	0.15      	231 US 9                 	2.31E-4                  	          	        	A       	100.00      
173	Hg     	80 	93 	0.0000  	(7/2-)        	-2.71               	0.2       	0.80 MS 0.08             	8E-4                     	          	        	A       	100.00      
174	Hg     	80 	94 	0.0000  	0+            	-6.641              	0.019     	2.1 MS +1.8-0.7          	0.0021                   	          	        	A       	99.60       
175	Hg     	80 	95 	0.0000  	(7/2-)        	-7.97               	0.07      	10.6 MS 0.4              	0.0106                   	          	        	A       	100.00      
176	Hg     	80 	96 	0.0000  	0+            	-11.785             	0.011     	20.3 MS 1.4              	0.0203                   	          	        	A       	94.00       
177	Hg     	80 	97 	0.0000  	(7/2-)        	-12.78              	0.08      	118 MS 8                 	0.118                    	          	        	A       	100.00      
178	Hg     	80 	98 	0.0000  	0+            	-16.316             	0.011     	266.5 MS 2.4             	0.267                    	          	        	A       	~ 70.00     
178	Hg     	80 	98 	0.0000  	0+            	-16.316             	0.011     	266.5 MS 2.4             	0.267                    	          	        	EC      	~ 30.00     
179	Hg     	80 	99 	0.0000  	(7/2-)        	-16.93              	0.03      	1.05 S 0.03              	1.05                     	          	        	EP      	~ 0.15      
179	Hg     	80 	99 	0.0000  	(7/2-)        	-16.93              	0.03      	1.05 S 0.03              	1.05                     	          	        	A       	55.00       
179	Hg     	80 	99 	0.0000  	(7/2-)        	-16.93              	0.03      	1.05 S 0.03              	1.05                     	          	        	EC      	45.00       
180	Hg     	80 	100	0.0000  	0+            	-20.25              	0.013     	2.59 S 0.01              	2.59                     	          	        	EC      	52.00       
180	Hg     	80 	100	0.0000  	0+            	-20.25              	0.013     	2.59 S 0.01              	2.59                     	          	        	A       	48.00       
181	Hg     	80 	101	0.0000  	1/2-          	-20.661             	0.015     	3.6 S 0.1                	3.6                      	          	        	A       	27.00       
181	Hg     	80 	101	0.0000  	1/2-          	-20.661             	0.015     	3.6 S 0.1                	3.6                      	          	        	EP      	0.01        
181	Hg     	80 	101	0.0000  	1/2-          	-20.661             	0.015     	3.6 S 0.1                	3.6                      	          	        	EA      	9.0E-6      
181	Hg     	80 	101	0.0000  	1/2-          	-20.661             	0.015     	3.6 S 0.1                	3.6                      	          	        	EC      	73.00       
182	Hg     	80 	102	0.0000  	0+            	-23.577             	0.01      	10.83 S 0.06             	10.83                    	          	        	EC      	86.20       
182	Hg     	80 	102	0.0000  	0+            	-23.577             	0.01      	10.83 S 0.06             	10.83                    	          	        	A       	13.80       
183	Hg     	80 	103	0.0000  	1/2-          	-23.805             	0.007     	9.4 S 0.7                	9.4                      	          	        	EC      	88.30       
183	Hg     	80 	103	0.0000  	1/2-          	-23.805             	0.007     	9.4 S 0.7                	9.4                      	          	        	A       	11.70       
183	Hg     	80 	103	0.0000  	1/2-          	-23.805             	0.007     	9.4 S 0.7                	9.4                      	          	        	EP      	2.6E-4      
184	Hg     	80 	104	0.0000  	0+            	-26.349             	0.01      	30.87 S 0.26             	30.87                    	          	        	A       	1.11        
184	Hg     	80 	104	0.0000  	0+            	-26.349             	0.01      	30.87 S 0.26             	30.87                    	          	        	EC      	98.89       
185	Hg     	80 	105	0.0000  	1/2-          	-26.184             	0.014     	49.1 S 1                 	49.1                     	          	        	EC      	94.00       
185	Hg     	80 	105	0.0000  	1/2-          	-26.184             	0.014     	49.1 S 1                 	49.1                     	          	        	A       	6.00        
185	Hg     	80 	105	0.0993  	13/2+         	-26.084             	0.014     	21.6 S 1.5               	21.6                     	          	        	A       	~ 0.03      
185	Hg     	80 	105	0.0993  	13/2+         	-26.084             	0.014     	21.6 S 1.5               	21.6                     	          	        	IT      	54.00       
185	Hg     	80 	105	0.0993  	13/2+         	-26.084             	0.014     	21.6 S 1.5               	21.6                     	          	        	EC      	46.00       
186	Hg     	80 	106	0.0000  	0+            	-28.539             	0.012     	1.38 M 0.06              	82.8                     	          	        	EC      	99.98       
186	Hg     	80 	106	0.0000  	0+            	-28.539             	0.012     	1.38 M 0.06              	82.8                     	          	        	A       	0.02        
187	Hg     	80 	107	0.0000  	3/2(-)        	-28.118             	0.014     	1.9 M 0.3                	114                      	          	        	EC      	100.00      
187	Hg     	80 	107	0.0000  	3/2(-)        	-28.118             	0.014     	1.9 M 0.3                	114                      	          	        	A       	< 3.7E-4    
187	Hg     	80 	107	0.0000  	(13/2+)       	-28.118             	0.014     	2.4 M 0.3                	144                      	          	        	EC      	100.00      
187	Hg     	80 	107	0.0000  	(13/2+)       	-28.118             	0.014     	2.4 M 0.3                	144                      	          	        	A       	< 3.7E-4    
188	Hg     	80 	108	0.0000  	0+            	-30.202             	0.012     	3.25 M 0.15              	195                      	          	        	EC      	100.00      
188	Hg     	80 	108	0.0000  	0+            	-30.202             	0.012     	3.25 M 0.15              	195                      	          	        	A       	3.7E-5      
189	Hg     	80 	109	0.0000  	3/2-          	-29.63              	0.03      	7.6 M 0.1                	456                      	          	        	EC      	100.00      
189	Hg     	80 	109	0.0000  	3/2-          	-29.63              	0.03      	7.6 M 0.1                	456                      	          	        	A       	< 3.0E-5    
189	Hg     	80 	109	0.0000  	13/2+         	-29.63              	0.03      	8.6 M 0.1                	516                      	          	        	EC      	100.00      
189	Hg     	80 	109	0.0000  	13/2+         	-29.63              	0.03      	8.6 M 0.1                	516                      	          	        	A       	< 3.0E-5    
190	Hg     	80 	110	0.0000  	0+            	-31.371             	0.016     	20.0 M 0.5               	1200                     	          	        	A       	< 3.4E-7    
190	Hg     	80 	110	0.0000  	0+            	-31.371             	0.016     	20.0 M 0.5               	1200                     	          	        	EC      	100.00      
191	Hg     	80 	111	0.0000  	3/2(-)        	-30.592             	0.022     	49 M 10                  	2940                     	          	        	EC      	100.00      
191	Hg     	80 	111	0.0000  	3/2(-)        	-30.592             	0.022     	49 M 10                  	2940                     	          	        	A       	5.0E-6      
191	Hg     	80 	111	0.0000  	13/2(+)       	-30.592             	0.022     	50.8 M 1.5               	3048                     	          	        	EC      	100.00      
192	Hg     	80 	112	0.0000  	0+            	-32.012             	0.016     	4.85 H 0.2               	17460                    	          	        	EC      	100.00      
193	Hg     	80 	113	0.0000  	3/2(-)        	-31.062             	0.016     	3.80 H 0.15              	13680                    	          	        	EC      	100.00      
193	Hg     	80 	113	0.1408  	13/2(+)       	-30.921             	0.016     	11.8 H 0.2               	42480                    	          	        	EC      	92.80       
193	Hg     	80 	113	0.1408  	13/2(+)       	-30.921             	0.016     	11.8 H 0.2               	42480                    	          	        	IT      	7.20        
194	Hg     	80 	114	0.0000  	0+            	-32.184             	0.003     	444 Y 77                 	1.401E10                 	          	        	EC      	100.00      
195	Hg     	80 	115	0.0000  	1/2-          	-31.013             	0.023     	10.53 H 0.03             	37908                    	          	        	EC      	100.00      
195	Hg     	80 	115	0.1761  	13/2+         	-30.837             	0.023     	41.6 H 0.8               	149760                   	          	        	IT      	54.20       
195	Hg     	80 	115	0.1761  	13/2+         	-30.837             	0.023     	41.6 H 0.8               	149760                   	          	        	EC      	45.80       
196	Hg     	80 	116	0.0000  	0+            	-31.826             	0.003     	STABLE                   	infinity                 	0.15%     	0.01    	        	            
197	Hg     	80 	117	0.0000  	1/2-          	-30.54              	0.003     	64.14 H 0.05             	230904                   	          	        	EC      	100.00      
197	Hg     	80 	117	0.2989  	13/2+         	-30.241             	0.003     	23.8 H 0.1               	85680                    	          	        	IT      	91.40       
197	Hg     	80 	117	0.2989  	13/2+         	-30.241             	0.003     	23.8 H 0.1               	85680                    	          	        	EC      	8.60        
198	Hg     	80 	118	0.0000  	0+            	-30.9543            	5.0E-4    	STABLE                   	infinity                 	9.97%     	0.2     	        	            
199	Hg     	80 	119	0.0000  	1/2-          	-29.5461            	5.0E-4    	STABLE                   	infinity                 	16.87%    	0.22    	        	            
199	Hg     	80 	119	0.5325  	13/2+         	-29.0136            	5.0E-4    	42.67 M 0.09             	2560.2                   	          	        	IT      	100.00      
200	Hg     	80 	120	0.0000  	0+            	-29.5033            	5.0E-4    	STABLE                   	infinity                 	23.10%    	0.19    	        	            
201	Hg     	80 	121	0.0000  	3/2-          	-27.6625            	7.0E-4    	STABLE                   	infinity                 	13.18%    	0.09    	        	            
202	Hg     	80 	122	0.0000  	0+            	-27.3453            	7.0E-4    	STABLE                   	infinity                 	29.86%    	0.26    	        	            
203	Hg     	80 	123	0.0000  	5/2-          	-25.2693            	0.0016    	46.594 D 0.012           	4025721.6                	          	        	B-      	100.00      
204	Hg     	80 	124	0.0000  	0+            	-24.6901            	5.0E-4    	STABLE                   	infinity                 	6.87%     	0.15    	        	            
205	Hg     	80 	125	0.0000  	1/2-          	-22.288             	0.004     	5.14 M 0.09              	308.4                    	          	        	B-      	100.00      
205	Hg     	80 	125	1.5564  	13/2+         	-20.731             	0.004     	1.09 MS 0.04             	0.00109                  	          	        	IT      	100.00      
206	Hg     	80 	126	0.0000  	0+            	-20.946             	0.02      	8.32 M 0.07              	499.2                    	          	        	B-      	100.00      
207	Hg     	80 	127	0.0000  	(9/2+)        	-16.49              	0.03      	2.9 M 0.2                	174                      	          	        	B-      	100.00      
208	Hg     	80 	128	0.0000  	0+            	-13.27              	0.03      	41 M +5-4                	2460                     	          	        	B-      	100.00      
209	Hg     	80 	129	0.0000  	              	-8.64               	0.15      	36 S +7-4                	36                       	          	        	B-      	100.00      
210	Hg     	80 	130	0.0000  	0+            	-5.36               	0.2       	300 NS GT                	3.0000000000000004E-7    	          	        	B-      	100.00      
210	Hg     	80 	130	0.6630  	(3-)          	-4.7                	0.2       	2.1 US 0.7               	2.1E-6                   	          	        	IT      	?           
210	Hg     	80 	130	1.3660  	(8+)          	-4.0                	0.2       	2 US 1                   	2E-6                     	          	        	IT      	?           
211	Hg     	80 	131	0.0000  	              	-0.62               	0.2       	300 NS GT                	3.0000000000000004E-7    	          	        	B-      	100.00      
211	Hg     	80 	131	0.0000  	              	-0.62               	0.2       	300 NS GT                	3.0000000000000004E-7    	          	        	BN      	?           
212	Hg     	80 	132	0.0000  	0+            	2.8                 	0.3       	300 NS GT                	3.0000000000000004E-7    	          	        	BN      	            
212	Hg     	80 	132	0.0000  	0+            	2.8                 	0.3       	300 NS GT                	3.0000000000000004E-7    	          	        	B-      	100.00      
213	Hg     	80 	133	0.0000  	              	7.7                 	0.3       	300 NS GT                	3.0000000000000004E-7    	          	        	B-      	100.00      
213	Hg     	80 	133	0.0000  	              	7.7                 	0.3       	300 NS GT                	3.0000000000000004E-7    	          	        	BN      	            
214	Hg     	80 	134	0.0000  	0+            	11.2                	0.4       	300 NS GT                	3.0000000000000004E-7    	          	        	B-      	100.00      
214	Hg     	80 	134	0.0000  	0+            	11.2                	0.4       	300 NS GT                	3.0000000000000004E-7    	          	        	BN      	            
215	Hg     	80 	135	0.0000  	              	16.2                	0.4       	300 NS GT                	3.0000000000000004E-7    	          	        	B-      	100.00      
215	Hg     	80 	135	0.0000  	              	16.2                	0.4       	300 NS GT                	3.0000000000000004E-7    	          	        	BN      	            
216	Hg     	80 	136	0.0000  	0+            	19.9                	0.4       	300 NS GT                	3.0000000000000004E-7    	          	        	B-      	100.00      
216	Hg     	80 	136	0.0000  	0+            	19.9                	0.4       	300 NS GT                	3.0000000000000004E-7    	          	        	BN      	?           
176	Tl     	81 	95 	0.0000  	(3-,4-,5-)    	0.58                	0.08      	5.2 MS +3-1.4            	0.0052                   	          	        	P       	100.00      
177	Tl     	81 	96 	0.0000  	(1/2+)        	-3.341              	0.022     	18 MS 5                  	0.018                    	          	        	A       	73.00       
177	Tl     	81 	96 	0.0000  	(1/2+)        	-3.341              	0.022     	18 MS 5                  	0.018                    	          	        	P       	27.00       
178	Tl     	81 	97 	0.0000  	              	-4.79               	0.09      	254 MS +11-9             	0.254                    	          	        	A       	~ 53.00     
178	Tl     	81 	97 	0.0000  	              	-4.79               	0.09      	254 MS +11-9             	0.254                    	          	        	EC      	~ 47.00     
179	Tl     	81 	98 	0.0000  	(1/2+)        	-8.27               	0.04      	0.23 S 0.04              	0.23                     	          	        	A       	< 100.00    
179	Tl     	81 	98 	0.0000  	(1/2+)        	-8.27               	0.04      	0.23 S 0.04              	0.23                     	          	        	EC      	            
179	Tl     	81 	98 	0.0000  	(1/2+)        	-8.27               	0.04      	0.23 S 0.04              	0.23                     	          	        	P       	            
179	Tl     	81 	98 	0.0000  	(11/2-)       	-8.27               	0.04      	1.5 MS 0.3               	0.0015                   	          	        	EC      	            
179	Tl     	81 	98 	0.0000  	(11/2-)       	-8.27               	0.04      	1.5 MS 0.3               	0.0015                   	          	        	IT      	            
179	Tl     	81 	98 	0.0000  	(11/2-)       	-8.27               	0.04      	1.5 MS 0.3               	0.0015                   	          	        	A       	<= 100.00   
179	Tl     	81 	98 	0.0000  	(11/2-)       	-8.27               	0.04      	1.5 MS 0.3               	0.0015                   	          	        	P       	            
180	Tl     	81 	99 	0.0000  	(5-)          	-9.39               	0.06      	1.09 S 0.01              	1.09                     	          	        	EF      	@3.2E-4     
180	Tl     	81 	99 	0.0000  	(5-)          	-9.39               	0.06      	1.09 S 0.01              	1.09                     	          	        	EC      	94.00       
180	Tl     	81 	99 	0.0000  	(5-)          	-9.39               	0.06      	1.09 S 0.01              	1.09                     	          	        	A       	6.00        
181	Tl     	81 	100	0.0000  	(1/2+)        	-12.799             	0.009     	3.2 S 0.3                	3.2                      	          	        	EC      	            
181	Tl     	81 	100	0.0000  	(1/2+)        	-12.799             	0.009     	3.2 S 0.3                	3.2                      	          	        	A       	<= 10.00    
181	Tl     	81 	100	0.8359  	(9/2-)        	-11.963             	0.009     	1.40 MS 0.03             	0.0014                   	          	        	IT      	99.60       
181	Tl     	81 	100	0.8359  	(9/2-)        	-11.963             	0.009     	1.40 MS 0.03             	0.0014                   	          	        	A       	0.40        
182	Tl     	81 	101	0.0000  	(7+)          	-13.328             	0.012     	3.1 S                    	3.1                      	          	        	EC      	97.50       
182	Tl     	81 	101	0.0000  	(7+)          	-13.328             	0.012     	3.1 S                    	3.1                      	          	        	A       	< 5.00      
183	Tl     	81 	102	0.0000  	(1/2+)        	-16.587             	0.009     	6.9 S 0.7                	6.9                      	          	        	A       	            
183	Tl     	81 	102	0.0000  	(1/2+)        	-16.587             	0.009     	6.9 S 0.7                	6.9                      	          	        	EC      	> 0.00      
183	Tl     	81 	102	0.6300  	(9/2-)        	-15.957             	0.009     	53.3 MS 0.3              	0.0533                   	          	        	IT      	            
183	Tl     	81 	102	0.6300  	(9/2-)        	-15.957             	0.009     	53.3 MS 0.3              	0.0533                   	          	        	EC      	            
183	Tl     	81 	102	0.6300  	(9/2-)        	-15.957             	0.009     	53.3 MS 0.3              	0.0533                   	          	        	A       	2.00        
183	Tl     	81 	102	0.9750  	(13/2+)       	-15.612             	0.009     	1.48 US 0.1              	1.48E-6                  	          	        	IT      	            
184	Tl     	81 	103	0.0000  	              	-16.883             	0.01      	10.1 S 0.5               	10.1                     	          	        	A       	2.10        
184	Tl     	81 	103	0.0000  	              	-16.883             	0.01      	10.1 S 0.5               	10.1                     	          	        	EC      	97.90       
185	Tl     	81 	104	0.0000  	(1/2+)        	-19.758             	0.021     	19.5 S 0.5               	19.5                     	          	        	EC      	            
185	Tl     	81 	104	0.4548  	(9/2-)        	-19.303             	0.021     	1.93 S 0.08              	1.93                     	          	        	A       	            
185	Tl     	81 	104	0.4548  	(9/2-)        	-19.303             	0.021     	1.93 S 0.08              	1.93                     	          	        	IT      	            
186	Tl     	81 	105	0.0000  	(7+)          	-19.887             	0.022     	27.5 S 1                 	27.5                     	          	        	EC      	100.00      
